id,area_fips,own_code,industry_code,agglvl_code,size_code,year,qtr,disclosure_code,annual_avg_estabs,annual_avg_emplvl,total_annual_wages,taxable_annual_wages,annual_contributions,annual_avg_wkly_wage,avg_annual_pay,lq_disclosure_code,lq_annual_avg_estabs,lq_annual_avg_emplvl,lq_total_annual_wages,lq_taxable_annual_wages,lq_annual_contributions,lq_annual_avg_wkly_wage,lq_avg_annual_pay,oty_disclosure_code,oty_annual_avg_estabs_chg,oty_annual_avg_estabs_pct_chg,oty_annual_avg_emplvl_chg,oty_annual_avg_emplvl_pct_chg,oty_total_annual_wages_chg,oty_total_annual_wages_pct_chg,oty_taxable_annual_wages_chg,oty_taxable_annual_wages_pct_chg,oty_annual_contributions_chg,oty_annual_contributions_pct_chg,oty_annual_avg_wkly_wage_chg,oty_annual_avg_wkly_wage_pct_chg,oty_avg_annual_pay_chg,oty_avg_annual_pay_pct_chg
10,US000,1,1024,13,0,2016,A,,1476,64731,5549689351,0,0,1649,85735,,1.0,1.0,1.0,0.0,0.0,1.0,1.0,,-2,-0.1,536,0.8,121245382,2.2,0,0.0,0,0.0,23,1.4,1173,1.4
11,US000,1,1025,13,0,2016,A,,1367,404129,30651344408,0,0,1459,75845,,1.0,1.0,1.0,0.0,0.0,1.0,1.0,,43,3.2,11031,2.8,1441375820,4.9,0,0.0,0,0.0,30,2.1,1538,2.1
12,US000,1,1026,13,0,2016,A,,1568,51000,2312412249,0,0,872,45341,,1.0,1.0,1.0,0.0,0.0,1.0,1.0,,-19,-1.2,-414,-0.8,25942973,1.1,0,0.0,0,0.0,17,2.0,869,2.0
13,US000,1,1027,13,0,2016,A,,174,4618,242837558,0,0,1011,52588,,1.0,1.0,1.0,0.0,0.0,1.0,1.0,,7,4.2,83,1.8,8704661,3.7,0,0.0,0,0.0,18,1.8,964,1.9
14,US000,1,1028,13,0,2016,A,,24599,1518776,133799530122,0,0,1694,88097,,1.0,1.0,1.0,0.0,0.0,1.0,1.0,,-344,-1.4,13244,0.9,3306432551,2.5,0,0.0,0,0.0,27,1.6,1421,1.6
15,US000,1,1029,13,0,2016,A,,8,6,463050,0,0,1595,82934,,1.0,1.0,1.0,0.0,0.0,1.0,1.0,,2,33.3,-2,-25.0,108194,30.5,0,0.0,0,0.0,733,85.0,38110,85.0
16,US000,1,11,14,0,2016,A,,74,3174,201308742,0,0,1220,63418,,1.0,1.0,1.0,0.0,0.0,1.0,1.0,,-2,-2.6,3,0.1,-5786394,-2.8,0,0.0,0,0.0,-36,-2.9,-1896,-2.9
17,US000,1,112,15,0,2016,A,,2,19,1180274,0,0,1179,61313,,1.0,1.0,1.0,0.0,0.0,1.0,1.0,,0,0.0,2,11.8,116568,11.0,0,0.0,0,0.0,4,0.3,239,0.4
18,US000,1,1125,16,0,2016,A,,2,19,1180274,0,0,1179,61313,,1.0,1.0,1.0,0.0,0.0,1.0,1.0,,0,0.0,2,11.8,116568,11.0,0,0.0,0,0.0,4,0.3,239,0.4
19,US000,1,11251,17,0,2016,A,,2,19,1180274,0,0,1179,61313,,1.0,1.0,1.0,0.0,0.0,1.0,1.0,,0,0.0,2,11.8,116568,11.0,0,0.0,0,0.0,4,0.3,239,0.4
20,US000,1,112511,18,0,2016,A,,2,19,1180274,0,0,1179,61313,,1.0,1.0,1.0,0.0,0.0,1.0,1.0,,0,0.0,2,11.8,116568,11.0,0,0.0,0,0.0,4,0.3,239,0.4
21,US000,1,113,15,0,2016,A,,68,3148,199998301,0,0,1222,63527,,1.0,1.0,1.0,0.0,0.0,1.0,1.0,,-2,-2.9,0,0.0,-5910421,-2.9,0,0.0,0,0.0,-36,-2.9,-1891,-2.9
22,US000,1,1131,16,0,2016,A,,68,3148,199998301,0,0,1222,63527,,1.0,1.0,1.0,0.0,0.0,1.0,1.0,,-2,-2.9,0,0.0,-5910421,-2.9,0,0.0,0,0.0,-36,-2.9,-1891,-2.9
23,US000,1,11311,17,0,2016,A,,68,3148,199998301,0,0,1222,63527,,1.0,1.0,1.0,0.0,0.0,1.0,1.0,,-2,-2.9,0,0.0,-5910421,-2.9,0,0.0,0,0.0,-36,-2.9,-1891,-2.9
24,US000,1,113110,18,0,2016,A,,68,3148,199998301,0,0,1222,63527,,1.0,1.0,1.0,0.0,0.0,1.0,1.0,,-2,-2.9,0,0.0,-5910421,-2.9,0,0.0,0,0.0,-36,-2.9,-1891,-2.9
25,US000,1,114,15,0,2016,A,,1,7,130167,0,0,366,19049,,1.0,1.0,1.0,0.0,0.0,1.0,1.0,,0,0.0,1,16.7,7459,6.1,0,0.0,0,0.0,-44,-10.7,-2292,-10.7
26,US000,1,1142,16,0,2016,A,,1,7,130167,0,0,366,19049,,1.0,1.0,1.0,0.0,0.0,1.0,1.0,,0,0.0,1,16.7,7459,6.1,0,0.0,0,0.0,-44,-10.7,-2292,-10.7
27,US000,1,11421,17,0,2016,A,,1,7,130167,0,0,366,19049,,1.0,1.0,1.0,0.0,0.0,1.0,1.0,,0,0.0,1,16.7,7459,6.1,0,0.0,0,0.0,-44,-10.7,-2292,-10.7
28,US000,1,114210,18,0,2016,A,,1,7,130167,0,0,366,19049,,1.0,1.0,1.0,0.0,0.0,1.0,1.0,,0,0.0,1,16.7,7459,6.1,0,0.0,0,0.0,-44,-10.7,-2292,-10.7
29,US000,1,115,15,0,2016,A,,3,0,0,0,0,0,0,,1.0,0.0,0.0,0.0,0.0,0.0,0.0,,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0
30,US000,1,1153,16,0,2016,A,,3,0,0,0,0,0,0,,1.0,0.0,0.0,0.0,0.0,0.0,0.0,,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0
31,US000,1,11531,17,0,2016,A,,3,0,0,0,0,0,0,,1.0,0.0,0.0,0.0,0.0,0.0,0.0,,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0
32,US000,1,115310,18,0,2016,A,,3,0,0,0,0,0,0,,1.0,0.0,0.0,0.0,0.0,0.0,0.0,,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0
33,US000,1,22,14,0,2016,A,,160,12182,1400466047,0,0,2211,114960,,1.0,1.0,1.0,0.0,0.0,1.0,1.0,,16,11.1,-107,-0.9,42321441,3.1,0,0.0,0,0.0,86,4.0,4443,4.0
34,US000,1,221,15,0,2016,A,,160,12182,1400466047,0,0,2211,114960,,1.0,1.0,1.0,0.0,0.0,1.0,1.0,,16,11.1,-107,-0.9,42321441,3.1,0,0.0,0,0.0,86,4.0,4443,4.0
35,US000,1,2211,16,0,2016,A,,153,11389,1333619502,0,0,2252,117097,,1.0,1.0,1.0,0.0,0.0,1.0,1.0,,17,12.5,-116,-1.0,40730769,3.2,0,0.0,0,0.0,91,4.2,4725,4.2
36,US000,1,22111,17,0,2016,A,,74,8601,1009350322,0,0,2257,117359,,1.0,1.0,1.0,0.0,0.0,1.0,1.0,,3,4.2,-201,-2.3,14628938,1.5,0,0.0,0,0.0,84,3.9,4346,3.8
37,US000,1,221111,18,0,2016,A,,66,6363,744093908,0,0,2249,116935,,1.0,1.0,1.0,0.0,0.0,1.0,1.0,,2,3.1,-91,-1.4,18332246,2.5,0,0.0,0,0.0,86,4.0,4479,4.0
38,US000,1,221112,18,0,2016,A,,6,817,89803198,0,0,2115,109963,,1.0,1.0,1.0,0.0,0.0,1.0,1.0,,0,0.0,-95,-10.4,-9699212,-9.7,0,0.0,0,0.0,17,0.8,879,0.8
39,US000,1,221113,18,0,2016,A,,2,1421,175453216,0,0,2375,123515,,1.0,1.0,1.0,0.0,0.0,1.0,1.0,,1,100.0,-15,-1.0,5995904,3.5,0,0.0,0,0.0,106,4.7,5502,4.7
40,US000,1,22112,17,0,2016,A,,79,2789,324269180,0,0,2236,116288,,1.0,1.0,1.0,0.0,0.0,1.0,1.0,,14,21.5,85,3.1,26101831,8.8,0,0.0,0,0.0,115,5.4,6002,5.4
41,US000,1,221121,18,0,2016,A,,40,1822,217638230,0,0,2298,119483,,1.0,1.0,1.0,0.0,0.0,1.0,1.0,,0,0.0,21,1.2,17878728,9.0,0,0.0,0,0.0,165,7.7,8583,7.7
42,US000,1,221122,18,0,2016,A,,39,967,106630950,0,0,2121,110270,,1.0,1.0,1.0,0.0,0.0,1.0,1.0,,14,56.0,65,7.2,8223103,8.4,0,0.0,0,0.0,24,1.1,1211,1.1
43,US000,1,2213,16,0,2016,A,,8,793,66846545,0,0,1621,84278,,1.0,1.0,1.0,0.0,0.0,1.0,1.0,,0,0.0,9,1.1,1590672,2.4,0,0.0,0,0.0,19,1.2,999,1.2
44,US000,1,22131,17,0,2016,A,,8,793,66846545,0,0,1621,84278,,1.0,1.0,1.0,0.0,0.0,1.0,1.0,,0,0.0,9,1.1,1590672,2.4,0,0.0,0,0.0,19,1.2,999,1.2
45,US000,1,221310,18,0,2016,A,,8,793,66846545,0,0,1621,84278,,1.0,1.0,1.0,0.0,0.0,1.0,1.0,,0,0.0,9,1.1,1590672,2.4,0,0.0,0,0.0,19,1.2,999,1.2
46,US000,1,23,14,0,2016,A,,2,5,463429,0,0,1944,101112,,1.0,1.0,1.0,0.0,0.0,1.0,1.0,,0,0.0,1,25.0,32162,7.5,0,0.0,0,0.0,-129,-6.2,-6705,-6.2
47,US000,1,236,15,0,2016,A,,1,0,0,0,0,0,0,,1.0,0.0,0.0,0.0,0.0,0.0,0.0,,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0
48,US000,1,2362,16,0,2016,A,,1,0,0,0,0,0,0,,1.0,0.0,0.0,0.0,0.0,0.0,0.0,,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0
49,US000,1,23622,17,0,2016,A,,1,0,0,0,0,0,0,,1.0,0.0,0.0,0.0,0.0,0.0,0.0,,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0
50,US000,1,236220,18,0,2016,A,,1,0,0,0,0,0,0,,1.0,0.0,0.0,0.0,0.0,0.0,0.0,,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0
51,US000,1,237,15,0,2016,A,,1,5,463429,0,0,1944,101112,,1.0,1.0,1.0,0.0,0.0,1.0,1.0,,0,0.0,1,25.0,32162,7.5,0,0.0,0,0.0,-129,-6.2,-6705,-6.2
52,US000,1,2371,16,0,2016,A,,1,5,463429,0,0,1944,101112,,1.0,1.0,1.0,0.0,0.0,1.0,1.0,,0,0.0,1,25.0,32162,7.5,0,0.0,0,0.0,-129,-6.2,-6705,-6.2
53,US000,1,23713,17,0,2016,A,,1,5,463429,0,0,1944,101112,,1.0,1.0,1.0,0.0,0.0,1.0,1.0,,0,0.0,1,25.0,32162,7.5,0,0.0,0,0.0,-129,-6.2,-6705,-6.2
54,US000,1,237130,18,0,2016,A,,1,5,463429,0,0,1944,101112,,1.0,1.0,1.0,0.0,0.0,1.0,1.0,,0,0.0,1,25.0,32162,7.5,0,0.0,0,0.0,-129,-6.2,-6705,-6.2
55,US000,1,31-33,14,0,2016,A,,45,46725,3720870426,0,0,1531,79633,,1.0,1.0,1.0,0.0,0.0,1.0,1.0,,2,4.7,1471,3.3,183865136,5.2,0,0.0,0,0.0,28,1.9,1474,1.9
56,US000,1,323,15,0,2016,A,,17,2849,277050649,0,0,1870,97253,,1.0,1.0,1.0,0.0,0.0,1.0,1.0,,2,13.3,19,0.7,8374347,3.1,0,0.0,0,0.0,44,2.4,2326,2.5
57,US000,1,3231,16,0,2016,A,,17,2849,277050649,0,0,1870,97253,,1.0,1.0,1.0,0.0,0.0,1.0,1.0,,2,13.3,19,0.7,8374347,3.1,0,0.0,0,0.0,44,2.4,2326,2.5
58,US000,1,32311,17,0,2016,A,,17,2849,277050649,0,0,1870,97253,,1.0,1.0,1.0,0.0,0.0,1.0,1.0,,2,13.3,19,0.7,8374347,3.1,0,0.0,0,0.0,44,2.4,2326,2.5
59,US000,1,323111,18,0,2016,A,,3,1217,128571872,0,0,2032,105661,,1.0,1.0,1.0,0.0,0.0,1.0,1.0,,0,0.0,9,0.7,4645440,3.7,0,0.0,0,0.0,59,3.0,3066,3.0
60,US000,1,323117,18,0,2016,A,,14,1632,148478777,0,0,1750,90984,,1.0,1.0,1.0,0.0,0.0,1.0,1.0,,2,16.7,10,0.6,3728907,2.6,0,0.0,0,0.0,34,2.0,1765,2.0
61,US000,1,332,15,0,2016,A,,6,4259,327840614,0,0,1480,76980,,1.0,1.0,1.0,0.0,0.0,1.0,1.0,,0,0.0,127,3.1,16576191,5.3,0,0.0,0,0.0,31,2.1,1653,2.2
62,US000,1,3321,16,0,2016,A,,1,345,39706576,0,0,2214,115147,,1.0,1.0,1.0,0.0,0.0,1.0,1.0,,0,0.0,-2,-0.6,685085,1.8,0,0.0,0,0.0,50,2.3,2612,2.3
63,US000,1,33211,17,0,2016,A,,1,345,39706576,0,0,2214,115147,,1.0,1.0,1.0,0.0,0.0,1.0,1.0,,0,0.0,-2,-0.6,685085,1.8,0,0.0,0,0.0,50,2.3,2612,2.3
64,US000,1,332119,18,0,2016,A,,1,345,39706576,0,0,2214,115147,,1.0,1.0,1.0,0.0,0.0,1.0,1.0,,0,0.0,-2,-0.6,685085,1.8,0,0.0,0,0.0,50,2.3,2612,2.3
65,US000,1,3329,16,0,2016,A,,5,3914,288134038,0,0,1416,73618,,1.0,1.0,1.0,0.0,0.0,1.0,1.0,,0,0.0,129,3.4,15891106,5.8,0,0.0,0,0.0,33,2.4,1699,2.4
66,US000,1,33299,17,0,2016,A,,5,3914,288134038,0,0,1416,73618,,1.0,1.0,1.0,0.0,0.0,1.0,1.0,,0,0.0,129,3.4,15891106,5.8,0,0.0,0,0.0,33,2.4,1699,2.4
67,US000,1,332993,18,0,2016,A,,1,1548,103248103,0,0,1283,66701,,1.0,1.0,1.0,0.0,0.0,1.0,1.0,,0,0.0,131,9.2,10386671,11.2,0,0.0,0,0.0,22,1.7,1144,1.7
68,US000,1,332994,18,0,2016,A,,4,2366,184885935,0,0,1503,78143,,1.0,1.0,1.0,0.0,0.0,1.0,1.0,,0,0.0,-3,-0.1,5504435,3.1,0,0.0,0,0.0,47,3.2,2420,3.2
69,US000,1,336,15,0,2016,A,,15,38783,3054208318,0,0,1514,78752,,1.0,1.0,1.0,0.0,0.0,1.0,1.0,,0,0.0,1296,3.5,158886064,5.5,0,0.0,0,0.0,29,2.0,1517,2.0
70,US000,1,3364,16,0,2016,A,,1,2981,212507870,0,0,1371,71289,,1.0,1.0,1.0,0.0,0.0,1.0,1.0,,0,0.0,-295,-9.0,-15217202,-6.7,0,0.0,0,0.0,34,2.5,1767,2.5
71,US000,1,33641,17,0,2016,A,,1,2981,212507870,0,0,1371,71289,,1.0,1.0,1.0,0.0,0.0,1.0,1.0,,0,0.0,-295,-9.0,-15217202,-6.7,0,0.0,0,0.0,34,2.5,1767,2.5
72,US000,1,336411,18,0,2016,A,,1,2981,212507870,0,0,1371,71289,,1.0,1.0,1.0,0.0,0.0,1.0,1.0,,0,0.0,-295,-9.0,-15217202,-6.7,0,0.0,0,0.0,34,2.5,1767,2.5
73,US000,1,3366,16,0,2016,A,,14,35802,2841700448,0,0,1526,79373,,1.0,1.0,1.0,0.0,0.0,1.0,1.0,,0,0.0,1590,4.6,174103266,6.5,0,0.0,0,0.0,27,1.8,1400,1.8
74,US000,1,33661,17,0,2016,A,,14,35802,2841700448,0,0,1526,79373,,1.0,1.0,1.0,0.0,0.0,1.0,1.0,,0,0.0,1590,4.6,174103266,6.5,0,0.0,0,0.0,27,1.8,1400,1.8
75,US000,1,336611,18,0,2016,A,,14,35802,2841700448,0,0,1526,79373,,1.0,1.0,1.0,0.0,0.0,1.0,1.0,,0,0.0,1590,4.6,174103266,6.5,0,0.0,0,0.0,27,1.8,1400,1.8
76,US000,1,339,15,0,2016,A,,8,835,61770845,0,0,1422,73948,,1.0,1.0,1.0,0.0,0.0,1.0,1.0,,1,14.3,31,3.9,28534,0.0,0,0.0,0,0.0,-54,-3.7,-2806,-3.7
77,US000,1,3399,16,0,2016,A,,8,835,61770845,0,0,1422,73948,,1.0,1.0,1.0,0.0,0.0,1.0,1.0,,1,14.3,31,3.9,28534,0.0,0,0.0,0,0.0,-54,-3.7,-2806,-3.7
78,US000,1,33991,17,0,2016,A,,8,835,61770845,0,0,1422,73948,,1.0,1.0,1.0,0.0,0.0,1.0,1.0,,1,14.3,31,3.9,28534,0.0,0,0.0,0,0.0,-54,-3.7,-2806,-3.7
79,US000,1,339910,18,0,2016,A,,8,835,61770845,0,0,1422,73948,,1.0,1.0,1.0,0.0,0.0,1.0,1.0,,1,14.3,31,3.9,28534,0.0,0,0.0,0,0.0,-54,-3.7,-2806,-3.7
80,US000,1,42,14,0,2016,A,,1,0,3493,0,0,403,20958,,1.0,0.0,1.0,0.0,0.0,1.0,1.0,,0,0.0,-1,-100.0,-16702,-82.7,0,0.0,0,0.0,-63,-13.5,-3276,-13.5
81,US000,1,423,15,0,2016,A,,0,0,1448,0,0,334,17376,,0.0,0.0,1.0,0.0,0.0,1.0,1.0,N,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0
82,US000,1,4237,16,0,2016,A,,0,0,1448,0,0,334,17376,,0.0,0.0,1.0,0.0,0.0,1.0,1.0,N,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0
83,US000,1,42373,17,0,2016,A,,0,0,1448,0,0,334,17376,,0.0,0.0,1.0,0.0,0.0,1.0,1.0,N,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0
84,US000,1,423730,18,0,2016,A,,0,0,1448,0,0,334,17376,,0.0,0.0,1.0,0.0,0.0,1.0,1.0,N,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0
85,US000,1,425,15,0,2016,A,,1,0,2045,0,0,472,24540,,1.0,0.0,1.0,0.0,0.0,1.0,1.0,,0,0.0,-1,-100.0,-18150,-89.9,0,0.0,0,0.0,6,1.3,306,1.3
86,US000,1,4251,16,0,2016,A,,1,0,2045,0,0,472,24540,,1.0,0.0,1.0,0.0,0.0,1.0,1.0,,0,0.0,-1,-100.0,-18150,-89.9,0,0.0,0,0.0,6,1.3,306,1.3
87,US000,1,42511,17,0,2016,A,,1,0,2045,0,0,472,24540,,1.0,0.0,1.0,0.0,0.0,1.0,1.0,,0,0.0,-1,-100.0,-18150,-89.9,0,0.0,0,0.0,6,1.3,306,1.3
88,US000,1,425110,18,0,2016,A,,1,0,2045,0,0,472,24540,,1.0,0.0,1.0,0.0,0.0,1.0,1.0,,0,0.0,-1,-100.0,-18150,-89.9,0,0.0,0,0.0,6,1.3,306,1.3
89,US000,1,44-45,14,0,2016,A,,684,46235,1476928199,0,0,614,31944,,1.0,1.0,1.0,0.0,0.0,1.0,1.0,,-16,-2.3,-1157,-2.4,19370980,1.3,0,0.0,0,0.0,23,3.9,1189,3.9
90,US000,1,441,15,0,2016,A,,43,119,2765284,0,0,447,23254,,1.0,1.0,1.0,0.0,0.0,1.0,1.0,,-3,-6.5,1,0.8,184308,7.1,0,0.0,0,0.0,26,6.2,1350,6.2
91,US000,1,4413,16,0,2016,A,,43,119,2765284,0,0,447,23254,,1.0,1.0,1.0,0.0,0.0,1.0,1.0,,-3,-6.5,1,0.8,184308,7.1,0,0.0,0,0.0,26,6.2,1350,6.2
92,US000,1,44131,17,0,2016,A,,43,119,2765284,0,0,447,23254,,1.0,1.0,1.0,0.0,0.0,1.0,1.0,,-3,-6.5,1,0.8,184308,7.1,0,0.0,0,0.0,26,6.2,1350,6.2
93,US000,1,441310,18,0,2016,A,,43,119,2765284,0,0,447,23254,,1.0,1.0,1.0,0.0,0.0,1.0,1.0,,-3,-6.5,1,0.8,184308,7.1,0,0.0,0,0.0,26,6.2,1350,6.2
94,US000,1,442,15,0,2016,A,,56,219,4978711,0,0,436,22691,,1.0,1.0,1.0,0.0,0.0,1.0,1.0,,-2,-3.4,-1,-0.5,275266,5.9,0,0.0,0,0.0,26,6.3,1352,6.3
95,US000,1,4421,16,0,2016,A,,1,35,647636,0,0,361,18772,,1.0,1.0,1.0,0.0,0.0,1.0,1.0,,-1,-50.0,-2,-5.4,-4002,-0.6,0,0.0,0,0.0,26,7.8,1356,7.8
96,US000,1,44211,17,0,2016,A,,1,35,647636,0,0,361,18772,,1.0,1.0,1.0,0.0,0.0,1.0,1.0,,-1,-50.0,-2,-5.4,-4002,-0.6,0,0.0,0,0.0,26,7.8,1356,7.8
97,US000,1,442110,18,0,2016,A,,1,35,647636,0,0,361,18772,,1.0,1.0,1.0,0.0,0.0,1.0,1.0,,-1,-50.0,-2,-5.4,-4002,-0.6,0,0.0,0,0.0,26,7.8,1356,7.8
98,US000,1,4422,16,0,2016,A,,55,185,4331075,0,0,450,23422,,1.0,1.0,1.0,0.0,0.0,1.0,1.0,,-2,-3.5,2,1.1,279268,6.9,0,0.0,0,0.0,24,5.6,1281,5.8
99,US000,1,44229,17,0,2016,A,,55,185,4331075,0,0,450,23422,,1.0,1.0,1.0,0.0,0.0,1.0,1.0,,-2,-3.5,2,1.1,279268,6.9,0,0.0,0,0.0,24,5.6,1281,5.8
100,US000,1,442299,18,0,2016,A,,55,185,4331075,0,0,450,23422,,1.0,1.0,1.0,0.0,0.0,1.0,1.0,,-2,-3.5,2,1.1,279268,6.9,0,0.0,0,0.0,24,5.6,1281,5.8
101,US000,1,443,15,0,2016,A,,1,12,260974,0,0,421,21900,,1.0,1.0,1.0,0.0,0.0,1.0,1.0,,0,0.0,-1,-7.7,10541,4.2,0,0.0,0,0.0,43,11.4,2258,11.5
102,US000,1,4431,16,0,2016,A,,1,12,260974,0,0,421,21900,,1.0,1.0,1.0,0.0,0.0,1.0,1.0,,0,0.0,-1,-7.7,10541,4.2,0,0.0,0,0.0,43,11.4,2258,11.5
103,US000,1,44314,17,0,2016,A,,1,12,260974,0,0,421,21900,,1.0,1.0,1.0,0.0,0.0,1.0,1.0,,0,0.0,-1,-7.7,10541,4.2,0,0.0,0,0.0,43,11.4,2258,11.5
104,US000,1,443141,18,0,2016,A,,1,12,260974,0,0,421,21900,,1.0,1.0,1.0,0.0,0.0,1.0,1.0,,0,0.0,-1,-7.7,10541,4.2,0,0.0,0,0.0,43,11.4,2258,11.5
105,US000,1,444,15,0,2016,A,,1,100,2369546,0,0,456,23715,,1.0,1.0,1.0,0.0,0.0,1.0,1.0,,0,0.0,-4,-3.8,77521,3.4,0,0.0,0,0.0,33,7.8,1729,7.9
106,US000,1,4442,16,0,2016,A,,1,100,2369546,0,0,456,23715,,1.0,1.0,1.0,0.0,0.0,1.0,1.0,,0,0.0,-4,-3.8,77521,3.4,0,0.0,0,0.0,33,7.8,1729,7.9
107,US000,1,44422,17,0,2016,A,,1,100,2369546,0,0,456,23715,,1.0,1.0,1.0,0.0,0.0,1.0,1.0,,0,0.0,-4,-3.8,77521,3.4,0,0.0,0,0.0,33,7.8,1729,7.9
108,US000,1,444220,18,0,2016,A,,1,100,2369546,0,0,456,23715,,1.0,1.0,1.0,0.0,0.0,1.0,1.0,,0,0.0,-4,-3.8,77521,3.4,0,0.0,0,0.0,33,7.8,1729,7.9
109,US000,1,445,15,0,2016,A,,198,12275,484400098,0,0,759,39463,,1.0,1.0,1.0,0.0,0.0,1.0,1.0,,-2,-1.0,-23,-0.2,-1232039,-0.3,0,0.0,0,0.0,0,0.0,-25,-0.1
110,US000,1,4451,16,0,2016,A,,196,12259,484026825,0,0,759,39485,,1.0,1.0,1.0,0.0,0.0,1.0,1.0,,-2,-1.0,-20,-0.2,-1207366,-0.2,0,0.0,0,0.0,-1,-0.1,-32,-0.1
111,US000,1,44511,17,0,2016,A,,169,11510,462652159,0,0,773,40195,,1.0,1.0,1.0,0.0,0.0,1.0,1.0,,-1,-0.6,-24,-0.2,-1966852,-0.4,0,0.0,0,0.0,-2,-0.3,-87,-0.2
112,US000,1,445110,18,0,2016,A,,169,11510,462652159,0,0,773,40195,,1.0,1.0,1.0,0.0,0.0,1.0,1.0,,-1,-0.6,-24,-0.2,-1966852,-0.4,0,0.0,0,0.0,-2,-0.3,-87,-0.2
113,US000,1,44512,17,0,2016,A,,27,749,21374666,0,0,549,28557,,1.0,1.0,1.0,0.0,0.0,1.0,1.0,,0,0.0,4,0.5,759486,3.7,0,0.0,0,0.0,17,3.2,876,3.2
